label, x, y, x, y, x, y, x, y, x, y, x, y, x, y, x, y, x, y, x, y, x, y, x, y
30, 0.492298, 0.35109, 0.481828, 0.710872, 0.266485, 0.175105, 0.659888, 0.4817, 0.507129, 0.063876, 0.452553, 0.794205, 0.222962, 0.565905, 0.712928, 0.584649, 0.124534, 0.475808, 0.327762, 0.661836, 0.594062, 0.568052, 0.83062, 0.601083, 
30, 0.55516, 0.31107, 0.474365, 0.668488, 0.424104, 0.182543, 0.663801, 0.417613, 0.572591, 0.0787782, 0.336655, 0.77424, 0.262045, 0.549712, 0.729409, 0.482874, 0.167497, 0.503232, 0.374924, 0.605203, 0.614388, 0.506522, 0.834627, 0.461241, 
30, 0.575825, 0.23023, 0.40954, 0.595642, 0.546114, 0.120331, 0.603381, 0.332157, 0.478761, 0.0887269, 0.311935, 0.7213, 0.240248, 0.504427, 0.696919, 0.346207, 0.142395, 0.468509, 0.357947, 0.54763, 0.581424, 0.386567, 0.835052, 0.297936, 
30, 0.492424, 0.358597, 0.542681, 0.701936, 0.21579, 0.174535, 0.684957, 0.486701, 0.544454, 0.0597566, 0.540653, 0.780634, 0.261159, 0.538196, 0.74137, 0.604443, 0.164507, 0.430425, 0.390776, 0.682724, 0.627531, 0.611013, 0.850552, 0.598142, 
30, 0.514992, 0.362536, 0.515946, 0.694619, 0.333649, 0.214477, 0.653544, 0.475657, 0.535525, 0.05737, 0.494367, 0.77469, 0.2517, 0.553166, 0.745054, 0.573274, 0.146776, 0.514142, 0.372405, 0.598059, 0.627737, 0.571948, 0.861208, 0.574586, 
30, 0.572482, 0.287867, 0.447241, 0.636972, 0.508394, 0.172718, 0.626203, 0.384388, 0.502045, 0.0857884, 0.375018, 0.728629, 0.235596, 0.545303, 0.709887, 0.431745, 0.131801, 0.474936, 0.35608, 0.626984, 0.598753, 0.459878, 0.821906, 0.403387, 
30, 0.574965, 0.304252, 0.49036, 0.627836, 0.482733, 0.184865, 0.652716, 0.404894, 0.566141, 0.0691826, 0.398952, 0.726197, 0.262769, 0.520919, 0.740699, 0.443804, 0.155186, 0.464486, 0.389604, 0.587451, 0.635495, 0.459426, 0.844307, 0.428418, 
30, 0.595013, 0.252636, 0.405409, 0.608378, 0.565594, 0.148677, 0.620991, 0.344434, 0.477008, 0.0778364, 0.306225, 0.728093, 0.242764, 0.528134, 0.714602, 0.371805, 0.145725, 0.470701, 0.355617, 0.594925, 0.600746, 0.448522, 0.84263, 0.28554, 
30, 0.576405, 0.288884, 0.423681, 0.630983, 0.456359, 0.169066, 0.671625, 0.383923, 0.508233, 0.0760746, 0.305716, 0.746495, 0.238704, 0.53098, 0.713446, 0.419967, 0.139953, 0.477902, 0.356535, 0.594313, 0.598488, 0.463867, 0.82718, 0.376533, 
30, 0.589782, 0.280334, 0.460387, 0.616866, 0.522065, 0.166344, 0.641504, 0.3674, 0.543639, 0.0848537, 0.339559, 0.733461, 0.275206, 0.514516, 0.738908, 0.396485, 0.184864, 0.459778, 0.400566, 0.590471, 0.626711, 0.451177, 0.84837, 0.343126, 
30, 0.489844, 0.363407, 0.490908, 0.675679, 0.263049, 0.19948, 0.64842, 0.478025, 0.549251, 0.0625859, 0.423156, 0.750587, 0.23423, 0.534179, 0.71544, 0.561693, 0.134676, 0.496577, 0.341955, 0.574867, 0.603731, 0.552958, 0.835486, 0.571081, 
31, 0.405318, 0.318076, 0.528268, 0.779119, 0.287706, 0.128388, 0.527165, 0.514598, 0.540572, 0.0876944, 0.516524, 0.884371, 0.258235, 0.488296, 0.720833, 0.687122, 0.136215, 0.462692, 0.352751, 0.508128, 0.58363, 0.643911, 0.86086, 0.731222, 
31, 0.259183, 0.279401, 0.56136, 0.762163, 0.238684, 0.0926348, 0.281658, 0.484158, 0.562846, 0.0693347, 0.559907, 0.864682, 0.227565, 0.456878, 0.710434, 0.736892, 0.100565, 0.438427, 0.326593, 0.471264, 0.569547, 0.69038, 0.839062, 0.779357, 
31, 0.358456, 0.335439, 0.52996, 0.781602, 0.260587, 0.136663, 0.451265, 0.523939, 0.523381, 0.0801268, 0.536315, 0.874159, 0.235322, 0.493788, 0.712118, 0.730203, 0.109255, 0.506687, 0.340362, 0.483041, 0.577029, 0.70856, 0.840868, 0.75083, 
31, 0.414066, 0.32448, 0.555097, 0.755734, 0.260568, 0.1323, 0.510003, 0.444593, 0.494621, 0.106505, 0.61285, 0.853141, 0.249601, 0.440333, 0.732645, 0.656036, 0.117827, 0.440545, 0.349622, 0.440171, 0.597741, 0.598707, 0.871129, 0.714887, 
31, 0.344952, 0.308502, 0.548666, 0.788102, 0.277684, 0.118933, 0.418057, 0.514517, 0.517147, 0.0865976, 0.578086, 0.882919, 0.243029, 0.462559, 0.709629, 0.746864, 0.110231, 0.493164, 0.345663, 0.438906, 0.573873, 0.710941, 0.846657, 0.783123, 
31, 0.332347, 0.275387, 0.573111, 0.747352, 0.323782, 0.104746, 0.342253, 0.472739, 0.543912, 0.0779276, 0.605022, 0.854522, 0.256626, 0.451254, 0.716107, 0.695539, 0.118526, 0.483532, 0.360663, 0.426936, 0.586401, 0.613094, 0.839212, 0.773789, 
31, 0.321, 0.339147, 0.572019, 0.776343, 0.274396, 0.130429, 0.361883, 0.522245, 0.524035, 0.071481, 0.62092, 0.877577, 0.253191, 0.485027, 0.736389, 0.74847, 0.109774, 0.506214, 0.344843, 0.471487, 0.595503, 0.683098, 0.863705, 0.807546, 
31, 0.363123, 0.316435, 0.547383, 0.741541, 0.201573, 0.152422, 0.500494, 0.455902, 0.50843, 0.0974372, 0.587545, 0.852049, 0.229761, 0.419218, 0.722426, 0.67354, 0.116574, 0.353913, 0.329103, 0.476534, 0.59436, 0.648877, 0.858905, 0.699823, 
31, 0.352151, 0.350624, 0.529963, 0.80004, 0.201252, 0.181826, 0.491446, 0.50644, 0.519696, 0.103303, 0.53919, 0.89241, 0.220071, 0.481477, 0.717722, 0.72628, 0.116263, 0.438681, 0.310507, 0.51876, 0.580339, 0.713123, 0.846187, 0.738584, 
31, 0.333661, 0.34955, 0.506321, 0.801651, 0.200768, 0.183427, 0.460204, 0.507735, 0.506865, 0.0869172, 0.505817, 0.904503, 0.204502, 0.493446, 0.700171, 0.735446, 0.102715, 0.46312, 0.292628, 0.519702, 0.560581, 0.727829, 0.826514, 0.742339, 
31, 0.365195, 0.319214, 0.524906, 0.775266, 0.230214, 0.153306, 0.488622, 0.470919, 0.484872, 0.102888, 0.56468, 0.88764, 0.225137, 0.432347, 0.716582, 0.711181, 0.118064, 0.412911, 0.318197, 0.44924, 0.578381, 0.689239, 0.845027, 0.731574, 
31, 0.305489, 0.294207, 0.538848, 0.739272, 0.224635, 0.136358, 0.393527, 0.466081, 0.547663, 0.0738565, 0.530326, 0.8479, 0.217434, 0.44992, 0.68699, 0.667228, 0.0942568, 0.412526, 0.314432, 0.479366, 0.547402, 0.601917, 0.825354, 0.731967, 
31, 0.40588, 0.353053, 0.512273, 0.82126, 0.257731, 0.165795, 0.541869, 0.524939, 0.510316, 0.0960583, 0.514016, 0.925062, 0.232305, 0.507132, 0.720621, 0.720471, 0.119113, 0.514644, 0.322929, 0.501117, 0.585458, 0.695963, 0.848009, 0.74357, 
31, 0.34312, 0.309968, 0.568684, 0.755662, 0.279339, 0.145883, 0.410584, 0.483529, 0.565636, 0.0792894, 0.571478, 0.852099, 0.250765, 0.473698, 0.711879, 0.673248, 0.126376, 0.444465, 0.358697, 0.499063, 0.575029, 0.586338, 0.848877, 0.760251, 
31, 0.327823, 0.275595, 0.600346, 0.723989, 0.262682, 0.0858738, 0.386236, 0.445721, 0.576313, 0.0982162, 0.631364, 0.841371, 0.260092, 0.409516, 0.741695, 0.678506, 0.131949, 0.335634, 0.360343, 0.467317, 0.604202, 0.63296, 0.856995, 0.7167, 
31, 0.361824, 0.337083, 0.568073, 0.792602, 0.229958, 0.127745, 0.455562, 0.485894, 0.533868, 0.104207, 0.603305, 0.895812, 0.245341, 0.475494, 0.769178, 0.732992, 0.127452, 0.42125, 0.346028, 0.521823, 0.606005, 0.726528, 0.885402, 0.737596, 
31, 0.334278, 0.297923, 0.485502, 0.773833, 0.270794, 0.110831, 0.406069, 0.509496, 0.52216, 0.074125, 0.448827, 0.874787, 0.223952, 0.512759, 0.676184, 0.704277, 0.0939759, 0.574578, 0.315156, 0.469381, 0.543615, 0.674572, 0.813544, 0.735055, 
31, 0.261563, 0.29993, 0.56753, 0.761342, 0.212906, 0.124982, 0.313211, 0.48563, 0.552684, 0.083584, 0.581868, 0.860244, 0.19346, 0.418439, 0.708312, 0.741587, 0.0867552, 0.454158, 0.294816, 0.38451, 0.559713, 0.72193, 0.8525, 0.760662, 
31, 0.353741, 0.334338, 0.56594, 0.770585, 0.236297, 0.131072, 0.452641, 0.505509, 0.473293, 0.0838395, 0.670511, 0.883777, 0.239989, 0.444746, 0.718774, 0.730791, 0.117125, 0.41474, 0.343073, 0.469922, 0.578093, 0.711573, 0.849482, 0.748647, 
31, 0.320886, 0.302001, 0.556775, 0.792501, 0.235586, 0.0986276, 0.406277, 0.505589, 0.490312, 0.107711, 0.624515, 0.889385, 0.232981, 0.436844, 0.722035, 0.767244, 0.109589, 0.409839, 0.339788, 0.460221, 0.579453, 0.737467, 0.847718, 0.793492, 
32, 0.494284, 0.392336, 0.549528, 0.810193, 0.502083, 0.204308, 0.489141, 0.516311, 0.609968, 0.0882905, 0.490002, 0.903265, 0.266192, 0.647753, 0.745753, 0.61097, 0.141277, 0.570087, 0.387393, 0.723109, 0.655388, 0.574361, 0.87891, 0.664916, 
32, 0.439477, 0.36962, 0.539725, 0.839204, 0.43033, 0.162902, 0.446324, 0.524349, 0.568019, 0.0987178, 0.513069, 0.916836, 0.238425, 0.657766, 0.734403, 0.659305, 0.112133, 0.509999, 0.346776, 0.784542, 0.640491, 0.650725, 0.850198, 0.669885, 
32, 0.436902, 0.403638, 0.536385, 0.835709, 0.45765, 0.204783, 0.421148, 0.554636, 0.578351, 0.0888595, 0.500326, 0.910312, 0.243302, 0.668079, 0.729985, 0.653863, 0.107179, 0.528344, 0.349205, 0.776791, 0.640084, 0.582384, 0.873972, 0.768347, 
32, 0.443807, 0.382945, 0.555341, 0.829152, 0.471322, 0.19028, 0.420259, 0.547838, 0.605271, 0.0866951, 0.509404, 0.905466, 0.243637, 0.676491, 0.75017, 0.644989, 0.117794, 0.552743, 0.359114, 0.790047, 0.654321, 0.611908, 0.855486, 0.681337, 
32, 0.47344, 0.387655, 0.542305, 0.839021, 0.452868, 0.182241, 0.488057, 0.533602, 0.584257, 0.0907107, 0.506567, 0.915143, 0.254541, 0.67271, 0.745411, 0.644916, 0.133479, 0.557441, 0.364153, 0.777074, 0.656814, 0.573062, 0.884995, 0.758121, 
32, 0.437249, 0.364254, 0.552342, 0.835905, 0.426518, 0.157393, 0.44542, 0.521753, 0.58813, 0.0955536, 0.521253, 0.91578, 0.248443, 0.635076, 0.734368, 0.661756, 0.127362, 0.517781, 0.361537, 0.744635, 0.646188, 0.632636, 0.846778, 0.698877, 
32, 0.401761, 0.340733, 0.550672, 0.81913, 0.433603, 0.142804, 0.375931, 0.501288, 0.571395, 0.0947608, 0.531768, 0.901701, 0.234291, 0.613463, 0.728932, 0.650898, 0.114442, 0.466555, 0.346042, 0.750443, 0.642963, 0.608031, 0.852817, 0.712671, 
32, 0.440521, 0.364167, 0.577692, 0.818521, 0.445694, 0.152965, 0.43725, 0.497733, 0.597612, 0.0894836, 0.557476, 0.91143, 0.252531, 0.624545, 0.746522, 0.646363, 0.110663, 0.513144, 0.374418, 0.720257, 0.651903, 0.605976, 0.870438, 0.699255, 
32, 0.449729, 0.394235, 0.5666, 0.83025, 0.45519, 0.178638, 0.446905, 0.505753, 0.629788, 0.0966047, 0.505293, 0.923711, 0.250761, 0.63119, 0.748555, 0.641849, 0.11899, 0.521739, 0.355945, 0.718556, 0.656899, 0.607997, 0.867839, 0.685904, 
32, 0.457352, 0.402287, 0.563517, 0.828644, 0.443839, 0.184545, 0.465769, 0.537911, 0.606088, 0.0853157, 0.526215, 0.912771, 0.261821, 0.645172, 0.742537, 0.648034, 0.122723, 0.516065, 0.380087, 0.754944, 0.659292, 0.577503, 0.867441, 0.753861, 
32, 0.426874, 0.373773, 0.5173, 0.804391, 0.397082, 0.156668, 0.445634, 0.510479, 0.565925, 0.0931535, 0.472192, 0.886761, 0.224359, 0.617009, 0.708317, 0.62535, 0.101804, 0.485714, 0.327962, 0.728001, 0.612952, 0.611769, 0.826533, 0.642187, 
32, 0.401216, 0.374125, 0.547124, 0.83282, 0.354907, 0.178342, 0.430585, 0.498287, 0.561181, 0.0907767, 0.534523, 0.919717, 0.243067, 0.604821, 0.7161, 0.684242, 0.132231, 0.47113, 0.354102, 0.738751, 0.621292, 0.618347, 0.876721, 0.79588, 
32, 0.458347, 0.381838, 0.56208, 0.812612, 0.456032, 0.159729, 0.459733, 0.5148, 0.588418, 0.087318, 0.539532, 0.889957, 0.251685, 0.619379, 0.770019, 0.647884, 0.118459, 0.48519, 0.356297, 0.724747, 0.672736, 0.644204, 0.880996, 0.652081, 
32, 0.419913, 0.344254, 0.571767, 0.818979, 0.427781, 0.139727, 0.414123, 0.494778, 0.588664, 0.0848888, 0.556319, 0.90452, 0.256182, 0.628249, 0.749392, 0.650934, 0.126777, 0.481544, 0.38128, 0.770072, 0.656025, 0.629264, 0.859372, 0.676459, 
32, 0.448876, 0.324739, 0.564841, 0.768415, 0.391266, 0.14009, 0.490445, 0.457974, 0.625988, 0.0864833, 0.506443, 0.859659, 0.249999, 0.571866, 0.761853, 0.601335, 0.120282, 0.456029, 0.362558, 0.672382, 0.661648, 0.59945, 0.868241, 0.603336, 
32, 0.421816, 0.371504, 0.556395, 0.809627, 0.437453, 0.159932, 0.411527, 0.5107, 0.582322, 0.0857734, 0.532238, 0.89752, 0.254414, 0.611843, 0.730177, 0.645603, 0.114071, 0.480244, 0.366896, 0.717317, 0.63552, 0.579994, 0.86703, 0.740457, 
32, 0.419535, 0.347859, 0.570839, 0.830967, 0.407272, 0.138586, 0.428081, 0.493691, 0.622658, 0.096734, 0.522226, 0.922488, 0.254073, 0.622783, 0.753602, 0.651853, 0.117417, 0.495937, 0.380417, 0.740057, 0.663596, 0.547622, 0.886421, 0.805662, 
32, 0.441983, 0.355963, 0.566369, 0.807988, 0.454853, 0.151055, 0.433844, 0.485543, 0.591571, 0.0856114, 0.54456, 0.89119, 0.249039, 0.610585, 0.75495, 0.63974, 0.117883, 0.491945, 0.354012, 0.70554, 0.659652, 0.602663, 0.875536, 0.686656, 
32, 0.409106, 0.372562, 0.563596, 0.844448, 0.413068, 0.160853, 0.406404, 0.516925, 0.599096, 0.0920917, 0.534481, 0.92195, 0.253513, 0.621415, 0.738292, 0.692141, 0.124349, 0.481911, 0.366988, 0.743973, 0.628882, 0.670441, 0.84115, 0.712542, 
32, 0.447223, 0.380948, 0.555129, 0.824838, 0.447499, 0.168943, 0.447026, 0.532436, 0.574676, 0.0943354, 0.537828, 0.902163, 0.240276, 0.643234, 0.752705, 0.645019, 0.101295, 0.515719, 0.366779, 0.759301, 0.661564, 0.627523, 0.857929, 0.665218, 
33, 0.369312, 0.384433, 0.552194, 0.761072, 0.135701, 0.144645, 0.502081, 0.520713, 0.60666, 0.08837, 0.486843, 0.845749, 0.244103, 0.531534, 0.753483, 0.68715, 0.124029, 0.435247, 0.380523, 0.640929, 0.633271, 0.672198, 0.872903, 0.702003, 
33, 0.398548, 0.369614, 0.538423, 0.710772, 0.114962, 0.12495, 0.548765, 0.499214, 0.616353, 0.0684499, 0.461154, 0.78174, 0.241951, 0.529639, 0.764815, 0.619479, 0.105983, 0.406488, 0.389323, 0.66312, 0.641218, 0.610974, 0.872645, 0.6269, 
33, 0.462559, 0.384424, 0.532007, 0.720302, 0.108619, 0.146319, 0.626018, 0.494387, 0.586882, 0.0728435, 0.476068, 0.793317, 0.265841, 0.528897, 0.745281, 0.622368, 0.130969, 0.405665, 0.428842, 0.677831, 0.606731, 0.66113, 0.866292, 0.588512, 
33, 0.484919, 0.374221, 0.530923, 0.70873, 0.132408, 0.152382, 0.657111, 0.482583, 0.618058, 0.0742614, 0.435058, 0.787641, 0.270665, 0.536136, 0.764878, 0.590564, 0.141102, 0.413453, 0.440357, 0.696817, 0.643659, 0.608609, 0.877018, 0.573872, 
33, 0.446119, 0.324286, 0.568021, 0.658331, 0.173982, 0.136156, 0.611972, 0.438941, 0.631039, 0.0694397, 0.500011, 0.736872, 0.28597, 0.489541, 0.787461, 0.54777, 0.153687, 0.367289, 0.443957, 0.635546, 0.654384, 0.518274, 0.889296, 0.570342, 
33, 0.406543, 0.35114, 0.528522, 0.672467, 0.128986, 0.148446, 0.547216, 0.45387, 0.609505, 0.073588, 0.442112, 0.751054, 0.222205, 0.445883, 0.705251, 0.600091, 0.102489, 0.366801, 0.357697, 0.535387, 0.548067, 0.64648, 0.846198, 0.558493, 
33, 0.42293, 0.350916, 0.543387, 0.68316, 0.130134, 0.156289, 0.566697, 0.44648, 0.596399, 0.0724622, 0.490465, 0.766501, 0.264141, 0.500108, 0.761454, 0.562925, 0.1174, 0.379885, 0.404905, 0.615433, 0.64949, 0.567484, 0.875986, 0.55826, 
33, 0.428156, 0.359572, 0.535336, 0.692572, 0.186509, 0.155437, 0.565332, 0.475453, 0.592171, 0.0708798, 0.48237, 0.764513, 0.273543, 0.493925, 0.73259, 0.603153, 0.150904, 0.383566, 0.393513, 0.601881, 0.623115, 0.599782, 0.852732, 0.606852, 
33, 0.42851, 0.40646, 0.530794, 0.746596, 0.0873344, 0.150129, 0.580368, 0.520554, 0.590416, 0.0691215, 0.473558, 0.820463, 0.2565, 0.575344, 0.755296, 0.63113, 0.119163, 0.438522, 0.420201, 0.738431, 0.637316, 0.629577, 0.876603, 0.632727, 
33, 0.417647, 0.410403, 0.550551, 0.742937, 0.126654, 0.16034, 0.564359, 0.536478, 0.592218, 0.0719246, 0.508065, 0.806868, 0.261397, 0.557719, 0.756645, 0.665401, 0.140821, 0.432062, 0.410858, 0.713479, 0.643834, 0.647608, 0.873893, 0.683893, 
33, 0.453655, 0.374914, 0.52091, 0.711825, 0.152837, 0.16413, 0.583721, 0.466051, 0.603494, 0.0753959, 0.443469, 0.786073, 0.267671, 0.53569, 0.751393, 0.584799, 0.115171, 0.426769, 0.405253, 0.633955, 0.634148, 0.586188, 0.871212, 0.58338, 
33, 0.406186, 0.422584, 0.541135, 0.758541, 0.0508212, 0.157607, 0.545616, 0.52655, 0.620615, 0.0761406, 0.460574, 0.828797, 0.236488, 0.584288, 0.75645, 0.646121, 0.101312, 0.472518, 0.408412, 0.726442, 0.64259, 0.622231, 0.866717, 0.669257, 
33, 0.464154, 0.368806, 0.499863, 0.715814, 0.149179, 0.140611, 0.59939, 0.466781, 0.580099, 0.0798854, 0.418652, 0.795885, 0.248194, 0.552178, 0.755416, 0.56196, 0.105429, 0.428371, 0.407074, 0.68996, 0.637227, 0.558595, 0.872677, 0.565298, 
33, 0.373763, 0.379929, 0.552625, 0.719368, 0.0871459, 0.137082, 0.534086, 0.515768, 0.622048, 0.0704842, 0.47317, 0.795583, 0.213965, 0.524559, 0.756435, 0.641377, 0.109361, 0.418116, 0.390184, 0.703876, 0.646499, 0.637936, 0.87229, 0.645004, 
33, 0.437512, 0.366162, 0.537405, 0.702445, 0.114084, 0.113868, 0.579901, 0.477233, 0.607246, 0.0760726, 0.458472, 0.7829, 0.262306, 0.533684, 0.765891, 0.582243, 0.124429, 0.385431, 0.428293, 0.71216, 0.657245, 0.585518, 0.87377, 0.578992, 
33, 0.48119, 0.390213, 0.525035, 0.696169, 0.158899, 0.164557, 0.628249, 0.493178, 0.618236, 0.0671466, 0.407084, 0.777449, 0.300468, 0.560626, 0.76575, 0.571965, 0.163908, 0.430106, 0.448623, 0.702228, 0.653534, 0.560722, 0.871633, 0.582573, 
33, 0.408443, 0.367544, 0.538377, 0.693412, 0.161887, 0.16623, 0.553788, 0.486219, 0.603752, 0.0669078, 0.475171, 0.757278, 0.273476, 0.513068, 0.734746, 0.617438, 0.140184, 0.394017, 0.414285, 0.638832, 0.604683, 0.626082, 0.852733, 0.609596, 
33, 0.406785, 0.348833, 0.549609, 0.67601, 0.14919, 0.180647, 0.562396, 0.450433, 0.55987, 0.0727598, 0.538941, 0.752788, 0.268848, 0.493745, 0.762885, 0.573948, 0.121631, 0.370085, 0.403371, 0.606742, 0.632145, 0.5546, 0.872912, 0.590231, 
33, 0.438841, 0.408501, 0.507881, 0.733729, 0.123358, 0.188015, 0.586518, 0.511709, 0.58697, 0.0642521, 0.43687, 0.804957, 0.252042, 0.566627, 0.757014, 0.618643, 0.131501, 0.460142, 0.38312, 0.682422, 0.636487, 0.623949, 0.879229, 0.613263, 
33, 0.451335, 0.386166, 0.526024, 0.715322, 0.120626, 0.137245, 0.592644, 0.492527, 0.595331, 0.0698852, 0.45851, 0.790147, 0.26432, 0.550416, 0.75577, 0.590172, 0.137565, 0.42989, 0.430151, 0.708097, 0.639326, 0.585853, 0.859781, 0.594029, 
34, 0.46781, 0.370145, 0.531262, 0.674238, 0.328164, 0.237974, 0.54648, 0.444603, 0.58627, 0.0752361, 0.447015, 0.784077, 0.252713, 0.46773, 0.730017, 0.580116, 0.134146, 0.49727, 0.354713, 0.442317, 0.602025, 0.57322, 0.840883, 0.586088, 
34, 0.467528, 0.335645, 0.550782, 0.632388, 0.293446, 0.193296, 0.570796, 0.420088, 0.548149, 0.0692663, 0.55493, 0.750087, 0.268626, 0.411482, 0.723387, 0.554841, 0.142543, 0.419464, 0.369606, 0.405088, 0.599282, 0.513671, 0.823387, 0.588014, 
34, 0.465966, 0.365942, 0.510775, 0.677807, 0.322434, 0.222244, 0.55193, 0.452006, 0.540649, 0.0690028, 0.463742, 0.798858, 0.250988, 0.461759, 0.697797, 0.591834, 0.114579, 0.445064, 0.347718, 0.473597, 0.586547, 0.632458, 0.817245, 0.548217, 
34, 0.471221, 0.359764, 0.571511, 0.66348, 0.365648, 0.242927, 0.543257, 0.439487, 0.573588, 0.0664187, 0.568112, 0.787826, 0.266048, 0.438139, 0.743706, 0.59206, 0.128117, 0.39916, 0.368702, 0.46715, 0.616279, 0.606982, 0.853758, 0.579173, 
34, 0.459791, 0.336197, 0.563903, 0.646543, 0.276448, 0.184337, 0.565273, 0.423565, 0.563542, 0.0669158, 0.564441, 0.764224, 0.259788, 0.414064, 0.745754, 0.578435, 0.129367, 0.3806, 0.364433, 0.440914, 0.615081, 0.591338, 0.85492, 0.567656, 
34, 0.402805, 0.344893, 0.576988, 0.654671, 0.21449, 0.18061, 0.512174, 0.440305, 0.544793, 0.0663934, 0.622362, 0.766102, 0.251656, 0.391859, 0.721064, 0.619666, 0.113412, 0.370783, 0.347512, 0.406473, 0.58993, 0.644401, 0.829135, 0.599282, 
34, 0.455539, 0.360054, 0.541495, 0.676132, 0.298573, 0.203199, 0.555388, 0.459831, 0.56698, 0.0665364, 0.504622, 0.781639, 0.263325, 0.461874, 0.732555, 0.608299, 0.13662, 0.419536, 0.362202, 0.494914, 0.613663, 0.640299, 0.843778, 0.578363, 
34, 0.448287, 0.350291, 0.573907, 0.650084, 0.263608, 0.197534, 0.56018, 0.442844, 0.532067, 0.067066, 0.634896, 0.755798, 0.241053, 0.408692, 0.735472, 0.591397, 0.127273, 0.350871, 0.345663, 0.461852, 0.627518, 0.642574, 0.846667, 0.538684, 
34, 0.461226, 0.346586, 0.508144, 0.650923, 0.365068, 0.228778, 0.521722, 0.420702, 0.536417, 0.0717247, 0.465301, 0.771184, 0.220136, 0.445431, 0.707685, 0.545245, 0.106836, 0.423131, 0.345577, 0.470122, 0.594525, 0.605586, 0.824293, 0.483065, 
34, 0.451658, 0.341178, 0.570844, 0.632965, 0.329033, 0.223513, 0.527546, 0.413996, 0.561242, 0.0652959, 0.584959, 0.747957, 0.251499, 0.410924, 0.736374, 0.555864, 0.115927, 0.419745, 0.360737, 0.403817, 0.621104, 0.53963, 0.844103, 0.571035, 
34, 0.536294, 0.351118, 0.518877, 0.666588, 0.440247, 0.246597, 0.606138, 0.427123, 0.556192, 0.0738408, 0.467536, 0.784151, 0.270355, 0.471999, 0.748973, 0.53569, 0.149298, 0.469385, 0.38291, 0.47443, 0.643682, 0.535987, 0.854423, 0.535393, 
34, 0.481325, 0.355681, 0.575081, 0.656219, 0.352373, 0.237151, 0.566771, 0.43422, 0.585496, 0.0660072, 0.558618, 0.787371, 0.264574, 0.425916, 0.771683, 0.580344, 0.117976, 0.438225, 0.392745, 0.415155, 0.661416, 0.607321, 0.866773, 0.557081, 
34, 0.51493, 0.333371, 0.549987, 0.628244, 0.408847, 0.204572, 0.573849, 0.404909, 0.566899, 0.068335, 0.523075, 0.760071, 0.260347, 0.419321, 0.76011, 0.525375, 0.130885, 0.412032, 0.371476, 0.425577, 0.646404, 0.524345, 0.866444, 0.526338, 
34, 0.461658, 0.355768, 0.516781, 0.65752, 0.297393, 0.199634, 0.549322, 0.439094, 0.545338, 0.0683247, 0.471233, 0.781146, 0.265717, 0.436887, 0.700352, 0.580694, 0.137963, 0.453808, 0.361205, 0.42424, 0.598026, 0.623181, 0.816562, 0.532443, 
34, 0.490251, 0.331933, 0.49227, 0.635634, 0.324813, 0.211971, 0.591819, 0.405581, 0.505512, 0.0701995, 0.473893, 0.7504, 0.243968, 0.430607, 0.717739, 0.532273, 0.132328, 0.41031, 0.340869, 0.448224, 0.585397, 0.556531, 0.829851, 0.511722, 
34, 0.556408, 0.342215, 0.454949, 0.693667, 0.526836, 0.233868, 0.578689, 0.423845, 0.515563, 0.0856469, 0.375835, 0.821822, 0.270472, 0.519567, 0.714399, 0.502348, 0.148568, 0.574582, 0.36928, 0.474977, 0.59463, 0.527821, 0.82253, 0.479349, 
34, 0.470761, 0.338787, 0.486269, 0.647925, 0.345649, 0.206952, 0.553741, 0.426226, 0.512906, 0.0685266, 0.447586, 0.762914, 0.230744, 0.445296, 0.70737, 0.550674, 0.10001, 0.416846, 0.322842, 0.465339, 0.588003, 0.59074, 0.819356, 0.513086, 
34, 0.48938, 0.357463, 0.513657, 0.643976, 0.317536, 0.204019, 0.58093, 0.439212, 0.541462, 0.0584657, 0.473588, 0.758659, 0.261116, 0.44268, 0.724511, 0.562274, 0.127028, 0.424812, 0.360941, 0.455982, 0.597492, 0.572733, 0.834165, 0.553245, 
34, 0.478568, 0.354414, 0.554129, 0.64232, 0.37154, 0.246951, 0.551589, 0.427732, 0.572311, 0.0635756, 0.522148, 0.784761, 0.25307, 0.431443, 0.741227, 0.55217, 0.128959, 0.430419, 0.364931, 0.432366, 0.62536, 0.54095, 0.853699, 0.56306, 
35, 0.441468, 0.536753, 0.596005, 0.839912, 0.333067, 0.314441, 0.496692, 0.650007, 0.565028, 0.0596086, 0.626306, 0.899617, 0.305132, 0.641057, 0.770303, 0.799087, 0.13627, 0.617453, 0.456482, 0.662213, 0.650191, 0.795307, 0.884613, 0.802684, 
35, 0.430628, 0.572488, 0.582018, 0.881456, 0.338168, 0.352525, 0.483057, 0.697218, 0.535385, 0.0572032, 0.624188, 0.933016, 0.301849, 0.689386, 0.764804, 0.852661, 0.147746, 0.660323, 0.461249, 0.719448, 0.641796, 0.860937, 0.891256, 0.844152, 
35, 0.397066, 0.521077, 0.59576, 0.84388, 0.332257, 0.297525, 0.437371, 0.660103, 0.548647, 0.0576007, 0.643059, 0.904263, 0.303871, 0.631826, 0.767842, 0.828775, 0.138867, 0.637415, 0.460015, 0.626537, 0.643368, 0.80526, 0.880932, 0.850139, 
